"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"","₹ 35,000","3 BHK - 3 Bathroom - 1750 sqft","3bhk apartment for rent, 3bhk flat for rent, 3 BHK FLAT ON RENT","Airport Road, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1750-sq-ft-in-airport-road-zirakpur-iid-1847023964"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-houses-villas-1111-sq-ft-in-sector-22c-chandigarh-iid-1846987099","₹ 1,60,000","4+ BHK - 4+ Bathroom - 1111 sqft","Independent house for rent fully furnished","Sector 22C, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-15-sq-ft-in-nayagaon-karoran-iid-1847011887","₹ 6,000","1 BHK - 1 Bathroom - 15 sqft","One room set for girls in nayagaon","Nayagaon, Karoran","Jun 20",""
"","₹ 48,000","3 BHK - 3 Bathroom - 0000 sqft","4bhk semi furnished flat green Lotus utsav","Airport Road, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-0000-sq-ft-in-airport-road-zirakpur-iid-1847011491"
"","₹ 27,000","1 BHK - 2 Bathroom - 770 sqft","1BHK FULLY FURNISHED FLAT ON RENT GREEN LOTUS SAKSHAM ZIRAKPUR","Patiala Road, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-770-sq-ft-in-patiala-road-zirakpur-iid-1847009112"
"","₹ 48,000","4 BHK - 4 Bathroom - 1910 sqft","4BHK SEMI FURNISHED FLAT FOR RENT IN GREEN LOTUS UTSAV PR7 ZIRAKPUR","Airport Road, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-1910-sq-ft-in-airport-road-zirakpur-iid-1847008335"
"","₹ 60,000","3 BHK - 3 Bathroom - 1910 sqft","3BHK FULLY FURNISHED FLAT ON RENT GREEN LOTUS UTSAV AEROCITY  ZIRAKPUR","Airport Road, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1910-sq-ft-in-airport-road-zirakpur-iid-1847008047"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1400-sq-ft-in-sector-42b-chandigarh-iid-1847004020","₹ 38,000","3 BHK - 3 Bathroom - 1400 sqft","For Rent 3BHK 2nd Floor Sector 42 Newly","Sector 42B, Chandigarh","Jun 20",""
"","₹ 22,000","2 BHK - 2 Bathroom - 1000 sqft","2BHK FULLY FURNISHED FLAT ON RENT PARAMOUNT HERITAGE LOHGARH ROAD ZIRA","Lohgarh, Zirakpur","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-lohgarh-zirakpur-iid-1847003287"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-5000-sq-ft-in-sector-8c-chandigarh-iid-1847001676","₹ 85,000","3 BHK - 2 Bathroom - 5000 sqft","For Rent 3BHK+Servant FIRST Floor Kanal Sector 8","Sector 8C, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-apartments-450-sq-ft-in-sector-49a-chandigarh-iid-1846918817","₹ 7,500","","Looking for a student flatmate to share 1RK in Sector 49","Sector 49A, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2000-sq-ft-in-lohgarh-zirakpur-iid-1846996704","₹ 20,000","3 BHK - 2 Bathroom - 2000 sqft","Floor for renf","Lohgarh, Zirakpur","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-350-sq-ft-in-bhabat-zirakpur-iid-1846995512","₹ 7,000","1 BHK - 1 Bathroom - 350 sqft","One Room Set","Bhabat, Zirakpur","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-1-chandigarh-iid-1846992630","₹ 18,000","","2 BHK FOR RENT NEAR HIGH COURT AND SUKHNA LAKE","Sector 1, Chandigarh","Jun 20",""
"","₹ 32,000","2 BHK - 2 Bathroom - 000 sqft","Luxary 2bhk furnished floor for rent","Sector 82, Mohali","Jun 20","https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-000-sq-ft-in-sector-82-mohali-iid-1846990303"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1770-sq-ft-in-sector-51-chandigarh-iid-1846988879","₹ 6,600","3 BHK - 2 Bathroom - 1770 sqft","flatmate required for 3bhk flat independent","Sector 51, Chandigarh","Jun 20",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1821-sq-ft-in-sector-48-chandigarh-iid-1846986929","₹ 11,000","1 BHK - 1 Bathroom - 1821 sqft","Society one room owner free working girl","Sector 48, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-16-panchkula-iid-1846732384","₹ 8,500","2 BHK - 1 Bathroom - 1000 sqft","For girls only .","Sector 16, Panchkula","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1821-sq-ft-in-sector-65-mohali-iid-1846984921","₹ 15,000","1 BHK - 1 Bathroom - 1821 sqft","Kanal ground floor one room set Full furnished","Sector 65, Mohali","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-sector-33d-chandigarh-iid-1846873649","₹ 19,000","2 BHK - 1 Bathroom - 900 sqft","Rent for room","Sector 33D, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-00-sq-ft-in-sector-48-chandigarh-iid-1846551791","₹ 18,000","2 BHK - 1 Bathroom - 00 sqft","2rk flat available on rent. Family, boys, girls","Sector 48, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1500-sq-ft-in-baltana-village-zirakpur-iid-1846753916","₹ 9,500","1 BHK - 1 Bathroom - 1500 sqft","Owner property","Baltana Village, Zirakpur","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1400-sq-ft-in-sector-20a-chandigarh-iid-1846978161","₹ 15,300","1 BHK - 1 Bathroom - 1400 sqft","Single room for working girl with attached washroom and kitchen","Sector 20A, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-750-sq-ft-in-new-defence-colony-zirakpur-iid-1846976677","₹ 12,000","1 BHK - 1 Bathroom - 750 sqft","1 BHK Near Patiala Chowk lights","New Defence Colony, Zirakpur","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2000-sq-ft-in-sector-64-mohali-iid-1846036557","₹ 40,000","4 BHK - 2 Bathroom - 2000 sqft","4 room set flat for rent","Sector 64, Mohali","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-500-sq-ft-in-sector-27d-chandigarh-iid-1846972354","₹ 45,000","2 BHK - 2 Bathroom - 500 sqft","sector 28fully furnished 2bhk one kanl house working","Sector 27D, Chandigarh","Jun 20"
"","₹ 2,50,000","3 BHK - 3 Bathroom - 4000 sqft","4bhk first floor independent","Sector 16A, Chandigarh","Jun 20"
"","₹ 80,000","3 BHK - 3 Bathroom - 1500 sqft","3bhk 3 washroom","Sector 21D, Chandigarh","Jun 20"
"","₹ 27,000","2 BHK - 2 Bathroom - 1000 sqft","2bhk 2 washroom","Sector 37C, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-5000-sq-ft-in-sector-18a-chandigarh-iid-1840269588","₹ 1,80,000","3 BHK - 3 Bathroom - 5000 sqft","Kanal house first floor","Sector 18A, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-1000-sq-ft-in-sector-15a-chandigarh-iid-1846964238","₹ 14,000","1 BHK - 1 Bathroom - 1000 sqft","One room with attached washroom","Sector 15A, Chandigarh","Jun 20"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-79-sq-ft-in-sector-44d-chandigarh-iid-1846955397","₹ 28,000","2 BHK - 1 Bathroom - 79 sqft","Furnished Flat at Sector 44 Chd","Sector 44D, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-nayagaon-karoran-iid-1846955216","₹ 20,000","2 BHK - 1 Bathroom - 1200 sqft","For rent : 2bhk , 1 washroom , 1 kitchen, big hall with sofa, balcony","Nayagaon, Karoran","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-duplex-1500-sq-ft-in-sector-47d-chandigarh-iid-1846955197","₹ 19,000","3 BHK - 1 Bathroom - 1500 sqft","3 room set for family in sector 47 Chandigarh","Sector 47D, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1200-sq-ft-in-patiala-road-zirakpur-iid-1846765890","₹ 10,000","3 BHK - 3 Bathroom - 1200 sqft","3 BHK Fully Furnished and 1 Room Available for Sharing in 3 BHK","Patiala Road, Zirakpur","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-3000-sq-ft-in-sukhgarh-village-mohali-iid-1845970009","₹ 18,500","3 BHK - 2 Bathroom - 3000 sqft","3 BHK set for rent","Sukhgarh Village, Mohali","Jun 19"
"","₹ 45,000","3 BHK - 3 Bathroom - 1800 sqft","3 BHK semi furnished flat For rent in sector 82","Sector 82, Mohali","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-170-sq-ft-in-nayagaon-karoran-iid-1821076360","₹ 8,000","1 BHK - 1 Bathroom - 170 sqft","Room only for girls location Nayagaon (Boys not Allowed)","Nayagaon, Karoran","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-46c-chandigarh-iid-1846943486","₹ 35,000","2 BHK - 2 Bathroom - 1000 sqft","G floor for rent for family or couple","Sector 46C, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-200-sq-ft-in-sector-22b-chandigarh-iid-1846935999","₹ 13,500","1 BHK - 1 Bathroom - 200 sqft","1 room set for boys","Sector 22B, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-450-sq-ft-in-govind-vihar-zirakpur-iid-1846933645","₹ 5,500","1 BHK - 1 Bathroom - 450 sqft","Almirah,cupboards","Govind Vihar, Zirakpur","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-10-sq-ft-in-industrial-area-chandigarh-iid-1846126028","₹ 9,000","2 BHK - 1 Bathroom - 10 sqft","Ram darbar industriel area phase 2 k pass room","Industrial Area, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-150-sq-ft-in-lohgarh-zirakpur-iid-1846920076","₹ 11,000","1 BHK - 1 Bathroom - 150 sqft","Appartment for rent","Lohgarh, Zirakpur","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1200-sq-ft-in-sector-48-chandigarh-iid-1846914844","₹ 26,000","2 BHK - 2 Bathroom - 1200 sqft","2 bhk flat. Gated society. First floor. Unfurnished. Cupboards there","Sector 48, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1000-sq-ft-in-sector-46c-chandigarh-iid-1846914656","₹ 17,000","2 BHK - 1 Bathroom - 1000 sqft","Two Rooms Kitchen Bathroom set. First floor. Unfurnished","Sector 46C, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-35b-chandigarh-iid-1846914391","₹ 16,500","1 BHK - 1 Bathroom - 500 sqft","Independent One Room attach kitchen and bathroom set. Furnished","Sector 35B, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-500-sq-ft-in-sector-27a-chandigarh-iid-1846914196","₹ 16,000","1 BHK - 1 Bathroom - 500 sqft","Furnished One Room set. First floor. Independent set.","Sector 27A, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1050-sq-ft-in-sector-66b-mohali-iid-1837801256","₹ 16,000","1 BHK - 1 Bathroom - 1050 sqft","Independent Luxury Flate/House 10k to 75k","Sector 66B, Mohali","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-flats-apartments-1621-sq-ft-in-sector-38b-chandigarh-iid-1846871749","₹ 20,000","1 BHK - 1 Bathroom - 1621 sqft","ONE ROOM ATTACHED BATHROOM AND KITCHEN","Sector 38B, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-945-sq-ft-in-baltana-village-zirakpur-iid-1846563319","₹ 15,000","2 BHK - 2 Bathroom - 945 sqft","Single story kothi 4 marla","Baltana Village, Zirakpur","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-apartments-2505-sq-ft-in-airport-road-zirakpur-iid-1846871076","₹ 45,000","4+ BHK - 4+ Bathroom - 2505 sqft","4+1Bhk Semi Furnished Apartment Bang on Airport Road PR7, Zirakpur","Airport Road, Zirakpur","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-100-sq-ft-in-sector-29a-chandigarh-iid-1846870957","₹ 5,000","1 BHK - 1 Bathroom - 100 sqft","One BHK semi furnished accommodation available for rent only for girls","Sector 29A, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1621-sq-ft-in-sector-10b-chandigarh-iid-1846863085","₹ 1,25,000","3 BHK - 4 Bathroom - 1621 sqft","KANAL HOUSE FIRST FLOOR 3BEDROOM D/D ATTACHED 3 BATHROOM AND KITCHEN","Sector 10B, Chandigarh","Jun 19"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1621-sq-ft-in-sector-36a-chandigarh-iid-1846862261","₹ 30,000","2 BHK - 1 Bathroom - 1621 sqft","TWO KINGSIZE BEDROOM SET FULLY FURNISHED","Sector 36A, Chandigarh","Jun 18"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1621-sq-ft-in-sector-38a-chandigarh-iid-1846861365","₹ 36,000","2 BHK - 2 Bathroom - 1621 sqft","FIRST FLOOR 2BHK FULLY FURNISHED","Sector 38A, Chandigarh","Jun 18"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-50-chandigarh-iid-1846858313","₹ 36,000","2 BHK - 2 Bathroom - 1000 sqft","Fully Furnished 2 BHK BSNL Society Sec 50 C","Sector 50, Chandigarh","Jun 18"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-500-sq-ft-in-sector-44d-chandigarh-iid-1846855641","₹ 48,000","3 BHK - 2 Bathroom - 500 sqft","Apartment on rent","Sector 44D, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-apartments-123-sq-ft-in-sector-20c-chandigarh-iid-1846848669","₹ 10,000","","PG, Flats, Rooms","Sector 20C, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1431-sq-ft-in-sector-66a-mohali-iid-1846846381","₹ 42,000","3 BHK - 2 Bathroom - 1431 sqft","2+1bhk full furnished flat for Rent in Sky Garden sector 66 A Mohali","Sector 66A, Mohali","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-500-sq-ft-in-sector-66-mohali-iid-1846814824","₹ 14,000","1 BHK - 1 Bathroom - 500 sqft","Small nd vegetarian family preference","Sector 66, Mohali","Jun 18",""
"","₹ 16,500","1 BHK - 1 Bathroom - 1000 sqft","1 bhk independent floor for girls and family","Sector 23D, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-houses-villas-600-sq-ft-in-bhabat-zirakpur-iid-1846830629","₹ 8,000","1 BHK - 1 Bathroom - 600 sqft","BHK Floor Rent ke liye  Attached Bathroom  Kitchen  East Facing”","Bhabat, Zirakpur","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-100-sq-ft-in-ravindra-enclave-zirakpur-iid-1846829457","₹ 5,500","1 BHK - 1 Bathroom - 100 sqft","1 BHK rent Ravindra enclave Baltana 5500 pm","Ravindra Enclave, Zirakpur","Jun 18","https://apollo.olx.in/v1/files/ced095z90hzj1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-300-sq-ft-in-mani-majra-chandigarh-iid-1846826525","₹ 5,000","1 BHK - 1 Bathroom - 300 sqft","tolet, one room set, independent","Mani Majra, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-2534-sq-ft-in-sector-17-panchkula-iid-1846819092","₹ 25,000","2 BHK - 2 Bathroom - 2534 sqft","Newly 2bedroom drwning dining sector 17 panchkula","Sector 17, Panchkula","Jun 18","https://apollo.olx.in/v1/files/rqi9wp5ojh1t3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1250-sq-ft-in-sector-38a-chandigarh-iid-1846817481","₹ 16,666","3 BHK - 3 Bathroom - 1250 sqft","1 room available in 3 bhk","Sector 38A, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/nj2xgyyo8ld63-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-5000-sq-ft-in-sector-33d-chandigarh-iid-1840053847","₹ 1,70,000","3 BHK - 4 Bathroom - 5000 sqft","For Rent Newly 3BHk +Servant First with lift Sector-33","Sector 33D, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/ihpdma1nh4ue2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-800-sq-ft-in-sector-66-mohali-iid-1845993124","₹ 10,500","2 BHK - 2 Bathroom - 800 sqft","Spacious 2bhk for girls 1 room available for girl only from 1 july","Sector 66, Mohali","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-000-sq-ft-in-sector-66-mohali-iid-1846796594","₹ 20,000","2 BHK - 2 Bathroom - 000 sqft","Peace full area","Sector 66, Mohali","Jun 18","https://apollo.olx.in/v1/files/8s5a41wdnw192-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-980-sq-ft-in-sector-12-chandigarh-iid-1803720903","₹ 7,000","1 BHK - 1 Bathroom - 980 sqft","1 Bed room Vikas Nagar adjoin PGI and Punjab university Chandigarh","Sector 12, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/9aebodxe8sx01-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-bhabat-zirakpur-iid-1846793515","₹ 8,500","2 BHK - 2 Bathroom - 900 sqft","House for rent","Bhabat, Zirakpur","Jun 18","https://apollo.olx.in/v1/files/rrhvgomiuq4y-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-2700-sq-ft-in-sector-50-chandigarh-iid-1846792827","₹ 50,000","3 BHK - 2 Bathroom - 2700 sqft","3 BHK FLAT FOR RENT IN SOCIETY OF SECTOR 50 D CHANDIGARH","Sector 50, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/0mmbwxv2aoao3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-builder-floors-1500-sq-ft-in-sector-27d-chandigarh-iid-1846555140","₹ 25,000","3 BHK - 1 Bathroom - 1500 sqft","3 BHK House for Rent in Sector 27 D Chandigarh, 1sr Floor","Sector 27D, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/b61mbn5sjyu03-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-flats-apartments-1355-sq-ft-in-airport-road-zirakpur-iid-1846784541","₹ 23,000","3 BHK - 2 Bathroom - 1355 sqft","3bhk semi furnished flat","Airport Road, Zirakpur","Jun 18","https://apollo.olx.in/v1/files/op66uyymwjui3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1050-sq-ft-in-sector-22c-chandigarh-iid-1846783358","₹ 18,000","1 BHK - 1 Bathroom - 1050 sqft","1Rk room available in sector 20A , for 1 or 2 girls","Sector 22C, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1000-sq-ft-in-sector-15a-chandigarh-iid-1846776544","₹ 25,000","2 BHK - 1 Bathroom - 1000 sqft","Two room with kitchen and washroom","Sector 15A, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/i3l835tq84kj3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-900-sq-ft-in-sector-34d-chandigarh-iid-1846770944","₹ 75,000","3 BHK - 2 Bathroom - 900 sqft","Fully furnished with lift","Sector 34D, Chandigarh","Jun 18",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-700-sq-ft-in-dashmesh-colony-zirakpur-iid-1846749797","₹ 11,000","2 BHK - 1 Bathroom - 700 sqft","TO-LET FIRST FLOOR","Dashmesh Colony, Zirakpur","Jun 18","https://apollo.olx.in/v1/files/f2gjw1gk41lj-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-200-sq-ft-in-sector-21a-chandigarh-iid-1846166505","₹ 4,000","2 BHK - 1 Bathroom - 200 sqft","Seprate entrance","Sector 21A, Chandigarh","Jun 18","https://apollo.olx.in/v1/files/gjd986wpghb8-IN/image;w=shot-on-olx;s=150x0;q=50;f=webp;"
