"_1DNjI href","_3vnjf src","_2Ks63","YBbhy","_2poNJ","_2VQu4","_2jcGx","_2cbZ2 href"
"","₹ 12,000","2 BHK - 1 Bathroom - 1050 sqft","2bhk Ground floor Avlb rent 12kDara green scty sec 115 Mohali","Sector 115, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 15,000","1 BHK - 1 Bathroom - 1050 sqft","1bhk furnished ind floor rent 15kFamily prefer sunny Enclave sec 125","Sector 125, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true","https://apollo.olx.in/v1/files/xklmoktw5r033-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-850-sq-ft-in-sector-126-mohali-iid-1848658590","₹ 16,000","1 BHK - 1 Bathroom - 850 sqft","1 BHK fully furnished in Gated Society","Sector 126, Mohali","Today","","https://apollo.olx.in/v1/files/tnd5te30w0563-IN/image;s=150x0;q=50;f=webp;"
"","₹ 30,000","3 BHK - 3 Bathroom - 1050 sqft","Shiwalik Palm City, Sector 127, Kharar
Gated Society 
2nd Floor","Sector 127, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true","https://apollo.olx.in/v1/files/6plnjm2ky7ks1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-200000-sq-ft-in-khanpur-kharar-iid-1847654568","₹ 14,000","2 BHK - 3 Bathroom - 200000 sqft","2BHK, 3BHK,1RK","Khanpur, Kharar","Today","","https://apollo.olx.in/v1/files/wx44c172t7bm2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1800-sq-ft-in-sunny-enclave-kharar-iid-1845987389","₹ 24,000","2 BHK - 2 Bathroom - 1800 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/l6labyd295je3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1600-sq-ft-in-sector-117-mohali-iid-1845984736","₹ 40,000","3 BHK - 3 Bathroom - 1600 sqft","3 BHK FLAT FOR RENT TDI 117 PRESTIGE TOWER","Sector 117, Mohali","Today","","https://apollo.olx.in/v1/files/zi4u2dpsulct2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-950-sq-ft-in-sunny-enclave-kharar-iid-1845968990","₹ 25,000","3 BHK - 3 Bathroom - 950 sqft","3 BHK KOTHI FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/eoapiso3zx8t3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1400-sq-ft-in-sunny-enclave-kharar-iid-1845971509","₹ 17,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK HOUSE FOR RENT SUNNY ENCLAVE 125","Sunny Enclave, Kharar","Today","",""
"","₹ 32,000","3 BHK - 3 Bathroom - 1400 sqft","Flat in amayra city for families","Khanpur, Kharar","Jun 23","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true","https://apollo.olx.in/v1/files/gnlno7bvqwlm1-IN/image;s=150x0;q=50;f=webp;"
"","₹ 36,000","2 BHK - 2 Bathroom - 2700 sqft","Independent Fully Furnished Floor in Aerocity","Airport Road, Mohali","May 31","","https://apollo.olx.in/v1/files/16a57keiuosa-IN/image;s=150x0;q=50;f=webp;"
"","₹ 18,000","2 BHK - 2 Bathroom - 995 sqft","1bhk owner free flat available","Guru Teg Bahadur Nagar, Kharar","Yesterday","","https://apollo.olx.in/v1/files/qsqgn6c2vsq43-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1480-sq-ft-in-sunny-enclave-kharar-iid-1846168301","₹ 18,000","3 BHK - 3 Bathroom - 1480 sqft","3 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/1h2eiqvt2iek3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1846175249","₹ 36,000","3 BHK - 3 Bathroom - 1400 sqft","3 BHK FLAT FOR RENT TDI 117 DREAM IKON","Sector 117, Mohali","Today","","https://apollo.olx.in/v1/files/w9bzmw23ahdh-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1846237581","₹ 15,000","1 BHK - 1 Bathroom - 1400 sqft","1 RK FLAT FOR RENT SBP GARDANIA","Sector 117, Mohali","Today","","https://apollo.olx.in/v1/files/fpb5r7n1ah0m3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1700-sq-ft-in-sector-126-kharar-iid-1846473317","₹ 25,500","3 BHK - 3 Bathroom - 1700 sqft","3 BHK FLAT FOR RENT","Sector 126, Kharar","Today","","https://apollo.olx.in/v1/files/ihf2d6wumwxb2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-750-sq-ft-in-sunny-enclave-kharar-iid-1846522023","₹ 15,500","1 BHK - 1 Bathroom - 750 sqft","1 BHK FLAT FOR RENT 123","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/pv7mxistcidu1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2100-sq-ft-in-sunny-enclave-kharar-iid-1846802504","₹ 22,000","2 BHK - 2 Bathroom - 2100 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 125","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/on6ptgymaxu3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-sector-117-mohali-iid-1846612763","₹ 24,000","2 BHK - 2 Bathroom - 900 sqft","2 BHK FLAT FOR RENT TDI 117","Sector 117, Mohali","Today","","https://apollo.olx.in/v1/files/ll9yce64k9me3-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sunny-enclave-kharar-iid-1846837329","₹ 25,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today","","https://apollo.olx.in/v1/files/f4ctxh5npucj2-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1847596227","₹ 26,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT TDI 117","Sector 117, Mohali","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1800-sq-ft-in-sunny-enclave-kharar-iid-1847630507","₹ 21,000","2 BHK - 2 Bathroom - 1800 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sunny-enclave-kharar-iid-1847630660","₹ 22,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-500-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1844775157","₹ 12,000","1 BHK - 1 Bathroom - 500 sqft","House for rent","Guru Teg Bahadur Nagar, Kharar","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-new-hari-enclave-kharar-iid-1845868585","₹ 18,000","2 BHK - 2 Bathroom - 1500 sqft","Rental accommodation","New Hari Enclave, Kharar","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-jandpur-mohali-iid-1846228278","₹ 12,000","2 BHK - 2 Bathroom - 900 sqft","2 bhk for small faimily including water bill and bed mattress","Jandpur, Mohali","Today","",""
"","₹ 24,000","3 BHK - 3 Bathroom - 1100 sqft","3bhk flat for rent","Sector 123, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-123-mohali-iid-1848426648","₹ 15,000","2 BHK - 2 Bathroom - 1500 sqft","2 bhk for rent independent floor","Sector 123, Mohali","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-127-kharar-iid-1845943065","₹ 10,000","1 BHK - 3 Bathroom - 1200 sqft","1Room fully furnished @10k only","Sector 127, Kharar","Today","",""
"","₹ 20,000","2 BHK - 2 Bathroom - 1200 sqft","Independent House for Rent","Guru Teg Bahadur Nagar, Kharar","3 days ago","",""
"","₹ 16,500","3 BHK - 3 Bathroom - 1350 sqft","3 BHK FLAT / 300 UNITS FREE","Sunny Enclave, Kharar","Jun 26","",""
"","₹ 5,000","1 BHK - 1 Bathroom - 2500 sqft","Independent rooms","Khanpur, Kharar","Jun 03","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-2000-sq-ft-in-sunny-enclave-kharar-iid-1848656311","₹ 8,000","1 BHK - 1 Bathroom - 2000 sqft","Fully Furnished","Sunny Enclave, Kharar","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-116-mohali-iid-1848381734","₹ 16,000","2 BHK - 2 Bathroom - 1000 sqft","2 BHK FLAT AVAILABE FOR RENT","Sector 116, Mohali","Today","",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1-sq-ft-in-jtpl-township-kharar-iid-1848041550","₹ 5,000","1 BHK - 1 Bathroom - 1 sqft","I want room mate boy in 1bhk fully furnished","JTPL Township, Kharar","Today","",""
"","₹ 15,000","1 BHK - 1 Bathroom - 1100 sqft","1 BHK INDPDNT FLAT  FOR RENT IN SBP NORTH VALLEY, LANDRAN ROAD,KHARAR,","Sante Majra, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-gillco-valley-kharar-iid-1848624555","₹ 12,000","2 BHK - 2 Bathroom - 1000 sqft","One fully furnished room available","Gillco Valley, Kharar","Today","",""
"","₹ 23,000","3 BHK - 3 Bathroom - 2200 sqft","2 BHK FLAT FOR RENT IN SBP CITY OF DREAM 116","Shivalik City, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"","₹ 14,000","1 BHK - 1 Bathroom - 700 sqft","STUDIO APARTMENT FOR RENT  LANDRAN ROAD,KHARAR","Sector 126, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1700-sq-ft-in-garden-colony-kharar-iid-1848659453","₹ 18,000","2 BHK - 2 Bathroom - 1700 sqft","2Bhk independent rooms","Garden Colony, Kharar","Today",""
"","₹ 12,000","2 BHK - 1 Bathroom - 1050 sqft","2bhk Ground floor Avlb rent 12kDara green scty sec 115 Mohali","Sector 115, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 15,000","1 BHK - 1 Bathroom - 1050 sqft","1bhk furnished ind floor rent 15kFamily prefer sunny Enclave sec 125","Sector 125, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-850-sq-ft-in-sector-126-mohali-iid-1848658590","₹ 16,000","1 BHK - 1 Bathroom - 850 sqft","1 BHK fully furnished in Gated Society","Sector 126, Mohali","Today",""
"","₹ 30,000","3 BHK - 3 Bathroom - 1050 sqft","Shiwalik Palm City, Sector 127, Kharar
Gated Society 
2nd Floor","Sector 127, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-200000-sq-ft-in-khanpur-kharar-iid-1847654568","₹ 14,000","2 BHK - 3 Bathroom - 200000 sqft","2BHK, 3BHK,1RK","Khanpur, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1800-sq-ft-in-sunny-enclave-kharar-iid-1845987389","₹ 24,000","2 BHK - 2 Bathroom - 1800 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1600-sq-ft-in-sector-117-mohali-iid-1845984736","₹ 40,000","3 BHK - 3 Bathroom - 1600 sqft","3 BHK FLAT FOR RENT TDI 117 PRESTIGE TOWER","Sector 117, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-houses-villas-950-sq-ft-in-sunny-enclave-kharar-iid-1845968990","₹ 25,000","3 BHK - 3 Bathroom - 950 sqft","3 BHK KOTHI FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1400-sq-ft-in-sunny-enclave-kharar-iid-1845971509","₹ 17,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK HOUSE FOR RENT SUNNY ENCLAVE 125","Sunny Enclave, Kharar","Today",""
"","₹ 32,000","3 BHK - 3 Bathroom - 1400 sqft","Flat in amayra city for families","Khanpur, Kharar","Jun 23","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 36,000","2 BHK - 2 Bathroom - 2700 sqft","Independent Fully Furnished Floor in Aerocity","Airport Road, Mohali","May 31",""
"","₹ 18,000","2 BHK - 2 Bathroom - 995 sqft","1bhk owner free flat available","Guru Teg Bahadur Nagar, Kharar","Yesterday",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1480-sq-ft-in-sunny-enclave-kharar-iid-1846168301","₹ 18,000","3 BHK - 3 Bathroom - 1480 sqft","3 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1846175249","₹ 36,000","3 BHK - 3 Bathroom - 1400 sqft","3 BHK FLAT FOR RENT TDI 117 DREAM IKON","Sector 117, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1846237581","₹ 15,000","1 BHK - 1 Bathroom - 1400 sqft","1 RK FLAT FOR RENT SBP GARDANIA","Sector 117, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-3-bhk-apartments-1700-sq-ft-in-sector-126-kharar-iid-1846473317","₹ 25,500","3 BHK - 3 Bathroom - 1700 sqft","3 BHK FLAT FOR RENT","Sector 126, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-750-sq-ft-in-sunny-enclave-kharar-iid-1846522023","₹ 15,500","1 BHK - 1 Bathroom - 750 sqft","1 BHK FLAT FOR RENT 123","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-2100-sq-ft-in-sunny-enclave-kharar-iid-1846802504","₹ 22,000","2 BHK - 2 Bathroom - 2100 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 125","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-900-sq-ft-in-sector-117-mohali-iid-1846612763","₹ 24,000","2 BHK - 2 Bathroom - 900 sqft","2 BHK FLAT FOR RENT TDI 117","Sector 117, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sunny-enclave-kharar-iid-1846837329","₹ 25,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sector-117-mohali-iid-1847596227","₹ 26,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT TDI 117","Sector 117, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1800-sq-ft-in-sunny-enclave-kharar-iid-1847630507","₹ 21,000","2 BHK - 2 Bathroom - 1800 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1400-sq-ft-in-sunny-enclave-kharar-iid-1847630660","₹ 22,000","2 BHK - 2 Bathroom - 1400 sqft","2 BHK FLAT FOR RENT SUNNY ENCLAVE 123","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-500-sq-ft-in-guru-teg-bahadur-nagar-kharar-iid-1844775157","₹ 12,000","1 BHK - 1 Bathroom - 500 sqft","House for rent","Guru Teg Bahadur Nagar, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-new-hari-enclave-kharar-iid-1845868585","₹ 18,000","2 BHK - 2 Bathroom - 1500 sqft","Rental accommodation","New Hari Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-900-sq-ft-in-jandpur-mohali-iid-1846228278","₹ 12,000","2 BHK - 2 Bathroom - 900 sqft","2 bhk for small faimily including water bill and bed mattress","Jandpur, Mohali","Today",""
"","₹ 24,000","3 BHK - 3 Bathroom - 1100 sqft","3bhk flat for rent","Sector 123, Mohali","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-houses-villas-1500-sq-ft-in-sector-123-mohali-iid-1848426648","₹ 15,000","2 BHK - 2 Bathroom - 1500 sqft","2 bhk for rent independent floor","Sector 123, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1200-sq-ft-in-sector-127-kharar-iid-1845943065","₹ 10,000","1 BHK - 3 Bathroom - 1200 sqft","1Room fully furnished @10k only","Sector 127, Kharar","Today",""
"","₹ 20,000","2 BHK - 2 Bathroom - 1200 sqft","Independent House for Rent","Guru Teg Bahadur Nagar, Kharar","3 days ago",""
"","₹ 16,500","3 BHK - 3 Bathroom - 1350 sqft","3 BHK FLAT / 300 UNITS FREE","Sunny Enclave, Kharar","Jun 26",""
"","₹ 5,000","1 BHK - 1 Bathroom - 2500 sqft","Independent rooms","Khanpur, Kharar","Jun 03",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-2000-sq-ft-in-sunny-enclave-kharar-iid-1848656311","₹ 8,000","1 BHK - 1 Bathroom - 2000 sqft","Fully Furnished","Sunny Enclave, Kharar","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-sector-116-mohali-iid-1848381734","₹ 16,000","2 BHK - 2 Bathroom - 1000 sqft","2 BHK FLAT AVAILABE FOR RENT","Sector 116, Mohali","Today",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-builder-floors-1-sq-ft-in-jtpl-township-kharar-iid-1848041550","₹ 5,000","1 BHK - 1 Bathroom - 1 sqft","I want room mate boy in 1bhk fully furnished","JTPL Township, Kharar","Today",""
"","₹ 15,000","1 BHK - 1 Bathroom - 1100 sqft","1 BHK INDPDNT FLAT  FOR RENT IN SBP NORTH VALLEY, LANDRAN ROAD,KHARAR,","Sante Majra, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1000-sq-ft-in-gillco-valley-kharar-iid-1848624555","₹ 12,000","2 BHK - 2 Bathroom - 1000 sqft","One fully furnished room available","Gillco Valley, Kharar","Today",""
"","₹ 23,000","3 BHK - 3 Bathroom - 2200 sqft","2 BHK FLAT FOR RENT IN SBP CITY OF DREAM 116","Shivalik City, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"","₹ 14,000","1 BHK - 1 Bathroom - 700 sqft","STUDIO APARTMENT FOR RENT  LANDRAN ROAD,KHARAR","Sector 126, Kharar","Today","https://apollo.olx.in/v1/files/alias-elite-seller-listing-tag/image;original=true"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-apartments-1050-sq-ft-in-sector-127-kharar-iid-1847351860","https://apollo.olx.in/v1/files/nhslvsriu4kd-IN/image;s=150x0;q=50;f=webp;","₹ 18,000","Yesterday","2 BHK - 2 Bathroom - 1050 sqft","2bhk furnished rent 18k Green velly sec 127 Royal Property","Sector 127, Kharar",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1050-sq-ft-in-khanpur-kharar-iid-1847351769","https://apollo.olx.in/v1/files/qivsqcoqptz2-IN/image;s=150x0;q=50;f=webp;","₹ 18,000","Yesterday","2 BHK - 2 Bathroom - 1050 sqft","2bhk furnished 2nd floor Any party Darpan city Kharar Royal Property","Khanpur, Kharar",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1250-sq-ft-in-main-bazar-kharar-iid-1846861223","","₹ 20,000","Yesterday","2 BHK - 2 Bathroom - 1250 sqft","2bhk family Koth ground floor avlb owner free rent 20k Royal Property","Main Bazar, Kharar","https://apollo.olx.in/v1/files/bmn46xrlxbm1-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-2-bhk-builder-floors-1050-sq-ft-in-sector-123-mohali-iid-1846860826","https://apollo.olx.in/v1/files/wua10423kmlw-IN/image;s=150x0;q=50;f=webp;","₹ 18,500","Yesterday","2 BHK - 2 Bathroom - 1050 sqft","2bhk furnished with 2Ac rent 18500k kothi 2nd floor Royal Property","Sector 123, Mohali",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-builder-floors-1800-sq-ft-in-sector-123-mohali-iid-1846759985","","₹ 2,75,00,000","Yesterday","4+ BHK - 4 Bathroom - 1800 sqft","*Kothi for sale  Sunny Enclave 5BHK 2.75cr Royal Property","Sector 123, Mohali","https://apollo.olx.in/v1/files/ub8d30xvtmek2-IN/image;s=150x0;q=50;f=webp;"
"","https://apollo.olx.in/v1/files/c4vr56vyi3kf-IN/image;s=150x0;q=50;f=webp;","₹ 18,500","Jun 15","2 BHK - 2 Bathroom - 1100 sqft","2 bhk   ,2 bhk fully furnished flat available for  rent .","Shivalik City, Kharar",""
"","https://apollo.olx.in/v1/files/19qfau4nockk-IN/image;s=150x0;q=50;f=webp;","₹ 23,000","Jun 23","2 BHK - 2 Bathroom - 1500 sqft","Fully furnished","Jandpur, Mohali",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-4-bhk-duplex-1800-sq-ft-in-sector-123-mohali-iid-1846759714","","₹ 2,40,00,000","Yesterday","4+ BHK - 4 Bathroom - 1800 sqft","kothi200gaj duplex
5 bhk
Demand -2.40cr jal yau tower Royal Property","Sector 123, Mohali","https://apollo.olx.in/v1/files/fnt1o3ozq3p12-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1050-sq-ft-in-sector-126-kharar-iid-1848549880","","₹ 15,000","Yesterday","1 BHK - 1 Bathroom - 1050 sqft","1bhk small family/Girls preferWestern homes jhugiya road sec 125 Khara","Sector 126, Kharar","https://apollo.olx.in/v1/files/4je01afslopo-IN/image;s=150x0;q=50;f=webp;"
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1050-sq-ft-in-sector-127-kharar-iid-1848549663","https://apollo.olx.in/v1/files/a0ogo1ij5eim3-IN/image;s=150x0;q=50;f=webp;","₹ 12,000","Yesterday","1 BHK - 1 Bathroom - 1050 sqft","3bhk hai 1 master room sharing ch Dena Hai girls preferFully Furnished","Sector 127, Kharar",""
"https://www.olx.in/item/for-rent-houses-apartments-c1723-1-bhk-apartments-1050-sq-ft-in-sector-127-kharar-iid-1846758701","https://apollo.olx.in/v1/files/vshjzas1qpjk1-IN/image;s=150x0;q=50;f=webp;","₹ 16,000","Yesterday","1 BHK - 1 Bathroom - 1050 sqft","1bhk furnished rent 16k sbp north velly sec 127 Kharar Royal Property","Sector 127, Kharar",""
